Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;"Rating;";;;
Downtown Nekketsu Jidaigek;3DS;2015;Action;Arc System Works;0;0;0.02;0;0.02;;;;;";";;;
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land;3DS;2015;Action;Alchemist;0;0;0.06;0;0.06;;;;;";";;;
Dragon Ball Heroes: Ultimate Mission;3DS;2013;Misc;Namco Bandai Games;0;0;0.29;0;0.29;;;;;";";;;
Dragon Ball Heroes: Ultimate Mission 2;3DS;2014;Strategy;Namco Bandai Games;0;0;0.33;0;0.33;;;;;";";;;
Dragon Ball Z: Extreme Butoden;3DS;2015;Fighting;Namco Bandai Games;0.12;0.03;0.16;0.02;0.34;61;32;6.6;33;"T;";;;
Dragon Ball: Fusions;3DS;2016;Role-Playing;Namco Bandai Games;0.04;0;0.2;0.01;0.24;68;15;7.7;22;"T;";;;
Dragon Quest Monsters 2;3DS;2014;Role-Playing;Square Enix;0;0;0.79;0;0.79;;;;;";";;;
Dragon Quest Monsters Joker 3;3DS;2016;Role-Playing;Square Enix;0;0;0.64;0;0.64;;;;;";";;;
Dragon Quest Monsters: Terrys Wonderland 3D;3DS;2012;Role-Playing;Square Enix;0;0;0.96;0;0.96;;;;;";";;;
Dragon Quest VII: Warriors of Eden;3DS;2013;Role-Playing;Square Enix;0.07;0.12;1.3;0.02;1.51;;;;;";";;;
Dragon Quest VIII: Journey of the Cursed King;3DS;2015;Role-Playing;Square Enix;0;0;0.87;0;0.87;86;32;9.6;26;"T;";;;
Dragon Quest X;3DS;2014;Role-Playing;Square Enix;0;0;0.17;0;0.17;;;;;";";;;
Dream Girl Premier;3DS;2015;Misc;Alchemist;0;0;0.03;0;0.03;;;;;";";;;
Dream Trigger 3D;3DS;2011;Shooter;D3Publisher;0.04;0.02;0;0.01;0.07;54;24;6.3;29;"E;";;;
DreamWorks Super Star Kartz;3DS;2011;Racing;Activision;0.08;0.03;0;0.01;0.12;;;;;"E;";;;
Driver: Renegade;3DS;2011;Racing;Ubisoft;0.05;0.04;0;0.01;0.09;48;13;5;20;"M;";;;
DualPenSports;3DS;2011;Sports;Namco Bandai Games;0.05;0.05;0;0.01;0.11;58;11;;;"E10+;";;;
Dynasty Warriors Vs;3DS;2012;Action;Ackkstudios;0;0;0.06;0;0.06;;;;;";";;;
E.X. Troopers;3DS;2012;Shooter;Capcom;0;0;0.07;0;0.07;;;;;";";;;
Earthpedia;3DS;2012;Misc;Gakken Kyouiku Shuppan;0;0;0.01;0;0.01;;;;;";";;;
Epic Mickey: Power of Illusion;3DS;2012;Action;Disney Interactive Studios;0.36;0.04;0.04;0.04;0.49;;;;;";";;;
Etrian Mystery Dungeon;3DS;2015;Role-Playing;Nippon Ichi Software;0.1;0.01;0.13;0.01;0.25;77;44;7.9;49;"E10+;";;;
Etrian Odyssey 2 Untold: Knight of Fafnir;3DS;2014;Role-Playing;Atlus;0.07;0.02;0;0.01;0.1;;;;;";";;;
Etrian Odyssey II: Heroes of Lagaard;3DS;2014;Role-Playing;Atlus;0;0;0.11;0;0.11;;;;;";";;;
Etrian Odyssey IV: Legends of the Titans;3DS;2012;Role-Playing;Atlus;0.12;0.05;0.2;0.01;0.38;;;;;";";;;
Etrian Odyssey Untold: The Millennium Girl;3DS;2013;Role-Playing;Atlus;0.1;0.01;0.14;0.01;0.26;80;41;8.2;89;"T;";;;
Etrian Odyssey V;3DS;2016;Role-Playing;Atlus;0;0;0.13;0;0.13;;;;;";";;;
Exstetra;3DS;2013;Role-Playing;FuRyu;0;0;0.01;0;0.01;;;;;";";;;
F1 2011;3DS;2011;Racing;Codemasters;0.07;0.08;0;0.02;0.16;59;15;6.4;14;"E;";;;
FabStyle;3DS;2011;Strategy;Tecmo Koei;0;0;0.03;0;0.03;;;;;";";;;
Face Racers: Photo Finish;3DS;2011;Racing;Majesco Entertainment;0.08;0;0;0.01;0.08;;;;;"E;";;;
Famicom Remix Best Choice;3DS;2015;Action;Nintendo;0;0;0.04;0;0.04;;;;;";";;;
Famista Returns;3DS;2015;Sports;Namco Bandai Games;0;0;0.15;0;0.15;;;;;";";;;
Fantasy Life;3DS;2012;Role-Playing;Nintendo;0.33;0.37;0.37;0.06;1.13;73;51;8.6;210;"E10+;";;;
Farming Simulator 2012;3DS;2012;Simulation;Excalibur Publishing;0;0.12;0;0.01;0.14;;;;;";";;;
Fate/kaleid liner Prisma Illya;3DS;2014;Action;Kadokawa Games;0;0;0.01;0;0.01;;;;;";";;;
FIFA 12;3DS;2011;Sports;Electronic Arts;0.08;0.26;0;0.05;0.39;;;;;";";;;
FIFA 14;3DS;2013;Sports;Electronic Arts;0;0.22;0;0.01;0.24;;;;;";";;;
FIFA 15;3DS;2014;Sports;Electronic Arts;0.09;0.35;0;0.03;0.47;;;2.4;35;"E;";;;
FIFA Soccer 13;3DS;2012;Action;Electronic Arts;0.06;0.2;0;0.03;0.29;68;4;3.7;16;"E;";;;
Final Fantasy Explorers;3DS;2014;Role-Playing;Square Enix;0.17;0.09;0.28;0.03;0.57;69;57;6.9;89;"E10+;";;;
Fire Emblem Fates;3DS;2015;Role-Playing;Nintendo;0.86;0.25;0.53;0.12;1.76;;;;;";";;;
Fire Emblem: Awakening;3DS;2012;Role-Playing;Nintendo;0.9;0.45;0.54;0.13;2.03;92;72;9.1;1139;"T;";;;
Fossil Fighters: Frontier;3DS;2014;Role-Playing;Nintendo;0.09;0.04;0.23;0.01;0.37;57;25;4.8;19;"E10+;";;;
Frogger 3D;3DS;2011;Action;Konami Digital Entertainment;0.16;0.03;0;0.01;0.21;54;11;5.5;8;"E;";;;
Frozen: Olafs Quest;3DS;2013;Platform;Disney Interactive Studios;0.29;0.29;0;0.05;0.63;;;;;";";;;
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party;3DS;2014;Action;Namco Bandai Games;0;0;0.01;0;0.01;;;;;";";;;
Funky Barn;3DS;2012;Simulation;Ubisoft;0.07;0.03;0;0.01;0.11;;;;;";";;;
Future Card Buddy Fight: Yuujou no Bakunetsu Fight;3DS;2015;Action;FuRyu;0;0;0.07;0;0.07;;;;;";";;;
G1 Grand Prix;3DS;2012;Action;Genki;0;0;0.05;0;0.05;;;;;";";;;
Gabrielles Ghostly Groove 3D;3DS;2011;Adventure;Funbox Media;0.08;0.02;0;0.01;0.11;62;9;7.4;9;"E;";;;
Gaist Crusher;3DS;2013;Action;Capcom;0;0;0.05;0;0.05;;;;;";";;;
Gaist Crusher God;3DS;2014;Action;Capcom;0;0;0.02;0;0.02;;;;;";";;;
Game Center CX: 3-Choume no Arino;3DS;2014;Action;Namco Bandai Games;0;0;0.06;0;0.06;;;;;";";;;
Gem Smashers;3DS;2011;Platform;Crave Entertainment;0.04;0;0;0;0.04;;;;;"E;";;;
Generator Rex: Agent of Providence;3DS;2011;Action;Activision;0.07;0.02;0;0.01;0.1;;;;;"E10+;";;;
Girls Mode 3: Kirakira Code;3DS;2015;Action;Nintendo;0;0;0.24;0;0.24;;;;;";";;;
Girls RPG: Cinderellife;3DS;2012;Role-Playing;Level 5;0;0;0.06;0;0.06;;;;;";";;;
Gon: BakuBakuBakuBaku Adventure;3DS;2012;Action;Namco Bandai Games;0;0;0.02;0;0.02;;;;;";";;;
Goosebumps: The Game;3DS;2015;Adventure;WayForward Technologies;0.05;0;0;0.01;0.05;;;;;"E10+;";;;
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi;3DS;2014;Misc;Namco Bandai Games;0;0;0.13;0;0.13;;;;;";";;;
Gravity Falls: Legend of the Gnome Gemulets;3DS;2015;Action;Ubisoft;0.03;0;0;0;0.04;46;4;5.8;10;"E;";;;
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken;3DS;2015;Action;Capcom;0;0;0.19;0;0.19;;;;;";";;;
Green Lantern: Rise of the Manhunters;3DS;2011;Action;Warner Bros. Interactive Entertainment;0.09;0.03;0;0.01;0.13;42;6;3.9;7;"E10+;";;;
Gudetama: Hanjuku de Tanomuwa;3DS;2015;Action;Rocket Company;0;0;0.03;0;0.03;;;;;";";;;
Guild 01;3DS;2012;Action;Level 5;0;0;0.05;0;0.05;;;;;";";;;
Gundam the 3D Battle;3DS;2011;Action;Namco Bandai Games;0;0;0.08;0;0.08;;;;;";";;;
Gundam Try Age SP;3DS;2014;Strategy;Namco Bandai Games;0;0;0.07;0;0.07;;;;;";";;;
Haikyu!! Cross Team Match!;3DS;2016;Adventure;Namco Bandai Games;0;0;0.04;0;0.04;;;;;";";;;
Haikyuu!! Tsunage! Itadaki no Keshiki!!;3DS;2014;Adventure;Namco Bandai Games;0;0;0.07;0;0.07;;;;;";";;;
Hakuouki 3D;3DS;2011;Adventure;Idea Factory;0;0.01;0;0;0.01;;;;;";";;;
Hana to Ikimo no Rittai Zukan;3DS;2011;Misc;Nintendo;0;0;0.04;0;0.04;;;;;";";;;
HappinessCharge PreCure! Kawarun Collection;3DS;2014;Misc;Namco Bandai Games;0;0;0.03;0;0.03;;;;;";";;;
Happy Feet Two;3DS;2011;Action;Warner Bros. Interactive Entertainment;0.08;0.02;0;0.01;0.11;;;;;";";;";";
Harvest Moon 3D: A New Beginning;3DS;2012;Action;Marvelous Entertainment;0.41;0.17;0.3;0.05;0.92;74;21;8.2;62;"E;";;;
Harvest Moon: Skytree Village;3DS;2016;Simulation;Natsume;0.04;0;0;0;0.04;;;7.4;7;"E;";;;
Harvest Moon: The Lost Valley;3DS;2014;Simulation;Natsume;0.13;0.01;0;0.02;0.16;;;;;";";;;
Harvest Moon: The Tale of Two Towns;3DS;2010;Simulation;Natsume;0.28;0;0;0.02;0.3;;;;;";";;;
Hatsune Miku and Future Stars: Project Mirai;3DS;2012;Misc;Sega;0;0;0.18;0;0.18;;;;;";";;;
Hatsune Miku: Project Mirai 2;3DS;2013;Action;Sega;0;0;0.22;0;0.22;;;;;";";;;
Hatsune Miku: Project Mirai DX;3DS;2015;Misc;Sega;0.18;0.04;0.1;0.02;0.34;80;32;8.5;72;"E10+;";;;
Heavy Fire: The Chosen Few 3D;3DS;2011;Shooter;Mastiff;0.02;0;0;0;0.02;;;6.3;4;"T;";;;
Hero Bank;3DS;2014;Role-Playing;Sega;0;0;0.07;0;0.07;;;;;";";;;
Hero Bank 2;3DS;2014;Role-Playing;Sega;0;0;0.05;0;0.05;;;;;";";;;
Heroes of Ruin;3DS;2012;Role-Playing;Nintendo;0.13;0.07;0;0.02;0.21;69;53;7.4;50;"T;";;;
Hometown Story;3DS;2013;Role-Playing;Rising Star Games;0.24;0.12;0.04;0.04;0.44;47;14;6;24;"E10+;";;;
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!;3DS;2014;Action;Nippon Columbia;0;0;0.07;0;0.07;;;;;";";;;
Hoppechan: Tsukutte! Asonde! Punipuni Town!!;3DS;2013;Action;Nippon Columbia;0;0;0.15;0;0.15;;;;;";";;;
Horses 3D;3DS;2012;Misc;Ubisoft;0.04;0;0;0;0.04;;;6.3;4;"E;";"T;";;
How to Train Your Dragon 2;3DS;2014;Adventure;Little Orbit;0.04;0.21;0;0.02;0.27;;;;;"E10+;";;;
Hyrule Warriors;3DS;2016;Action;Nintendo;0.18;0.14;0.11;0.03;0.47;;;;;";";;;
Imagine: Fashion Designer;3DS;2011;Simulation;Ubisoft;0.11;0.02;0;0.01;0.14;;;;;"E;";;;
Inazuma Eleven 3;3DS;2013;Role-Playing;Nintendo;0;0.08;0;0;0.09;;;;;";";;;
Inazuma Eleven GO;3DS;2011;Role-Playing;Nintendo;0;0.05;0.48;0;0.53;;;;;";";;;
Inazuma Eleven Go 2: Chrono Stone;3DS;2012;Role-Playing;Level 5;0;0.01;0.46;0;0.47;;;;;";";;;
Inazuma Eleven GO 3: Galaxy;3DS;2013;Sports;Level 5;0;0;0.26;0;0.26;;;;;";";;;
J Legend Retsuden;3DS;2013;Misc;Namco Bandai Games;0;0;0.07;0;0.07;;;;;";";;;
James Noirs Hollywood Crimes;3DS;2011;Adventure;Ubisoft;0.07;0.07;0;0.01;0.16;60;22;6.6;5;"T;";;;
Jaws: Ultimate Predator;3DS;2011;Action;Majesco Entertainment;0.11;0;0;0.01;0.12;;;;;"M;";;;
Jikkyou Powerful Pro Baseball Heroes;3DS;2016;Action;Konami Digital Entertainment;0;0;0.03;0;0.03;;;;;";";;;
JoJos Bizarre Adventure: All Star Battle;3DS;2012;Fighting;Take-Two Interactive;0.06;0;0;0;0.06;;;;;";";;;
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki;3DS;2015;Action;Namco Bandai Games;0;0;0.01;0;0.01;;;;;";";;;
Kamen Rider: Travelers Senki;3DS;2013;Action;Seventh Chord;0;0;0.08;0;0.08;;;;;";";;;
Kamiwaza Wanda: Kira Kira Ichibangai Kikiippatsu!;3DS;2016;Action;FuRyu;0;0;0.01;0;0.01;;;;;";";;;
Ken to Mahou to Gakuen Mono. 3D;3DS;2011;Role-Playing;Acquire;0;0;0.06;0;0.06;;;;;";";;;
Kenka Banchou 6: Soul & Blood;3DS;2015;Fighting;Screenlife;0;0;0.08;0;0.08;;;;;";";;;
Kid Icarus: Uprising;3DS;2012;Action;Nintendo;0.48;0.35;0.36;0.07;1.27;83;75;8.7;487;"E10+;";;;
Kingdom Hearts 3D: Dream Drop Distance;3DS;2012;Action;Square Enix;0.88;0.26;0.34;0.1;1.58;75;54;8.2;269;"E10+;";;;
Kiniro no Corda 3;3DS;2015;Adventure;Tecmo Koei;0;0;0.01;0;0.01;;;;;";";;;
Kirby: Planet Robobot;3DS;2016;Action;Nintendo;0.3;0.18;0.5;0.05;1.03;81;71;8.7;92;"E;";;;
Kirby: Triple Deluxe;3DS;2014;Platform;Nintendo;0.61;0.34;0.79;0.09;1.84;80;68;8.9;207;"E;";;;
Kobito Game Taizen;3DS;2016;Misc;Nippon Columbia;0;0;0.01;0;0.01;;;;;";";;;
Kobitodzukan: Kobito Kansatsu Set;3DS;2012;Misc;Nippon Columbia;0;0;0.28;0;0.28;;;;;";";;;
Kobitodzukan: Kobito no Fushigi - Jikken Set;3DS;2013;Misc;Nippon Columbia;0;0;0.08;0;0.08;;;;;";";;;
Kokuga;3DS;2012;Action;G.Rev;0;0;0.01;0;0.01;77;14;7.5;19;"E;";;;
Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training;3DS;2014;Misc;Rocket Company;0;0;0.01;0;0.01;;;;;";";;;
Kuma-Tomo;3DS;2013;Misc;Namco Bandai Games;0;0;0.19;0;0.19;;;;;";";;;
Kung Fu Panda: Showdown of Legendary Legends;3DS;2015;Action;Little Orbit;0;0.03;0;0;0.04;;;;;"E10+;";;;
Kunio-kun Nekketsu: Complete Famicom Edition;3DS;2016;Misc;Arc System Works;0;0;0.01;0;0.01;;;;;";";;;
Kurokos Basketball: Miracle Game;3DS;2014;Sports;Namco Bandai Games;0;0;0.1;0;0.1;;;;;";";;;
Kurokos Basketball: Ties to Future;3DS;2015;Action;Namco Bandai Games;0;0;0.09;0;0.09;;;;;";";;;
Kyokugen Dasshutsu ADV: Zennin Shiboudesu;3DS;2012;Adventure;ChunSoft;0;0;0.03;0;0.03;;;;;";";;;
Langrisser: Re:Incarnation Tensei;3DS;2015;Role-Playing;Extreme Entertainment Group;0.02;0;0.01;0;0.04;;;;;";";;;
Legends of Oz: Dorothys Return;3DS;2014;Puzzle;GameMill Entertainment;0;0.01;0;0;0.01;;;;;"E;";;;
LEGO Batman 2: DC Super Heroes;3DS;2012;Action;Warner Bros. Interactive Entertainment;0.42;0.29;0;0.06;0.77;72;6;5.2;25;"E10+;";;;
Lego Batman 3: Beyond Gotham;3DS;2014;Action;Warner Bros. Interactive Entertainment;0.21;0.21;0;0.04;0.46;;;6.4;7;"E10+;";;;
LEGO City Undercover;3DS;2013;Platform;Nintendo;0.53;0.81;0.07;0.12;1.53;;;;;";";;;
LEGO Friends;3DS;2013;Action;Warner Bros. Interactive Entertainment;0;0.05;0;0;0.05;43;4;8.3;4;"E;";;;
LEGO Harry Potter: Years 5-7;3DS;2011;Action;Warner Bros. Interactive Entertainment;0.18;0.19;0;0.03;0.4;71;7;6.5;11;"E10+;";;;
LEGO Jurassic World;3DS;2015;Action;Warner Bros. Interactive Entertainment;0.31;0.25;0.03;0.05;0.65;;;7.2;11;"E10+;";;;
LEGO Legends of Chima: Lavals Journey;3DS;2013;Adventure;Warner Bros. Interactive Entertainment;0.19;0.1;0;0.03;0.32;65;5;3.6;7;"E10+;";;;
LEGO Marvel Super Heroes;3DS;2013;Action;Warner Bros. Interactive Entertainment;0.42;0.38;0.04;0.07;0.92;61;4;5.2;11;"E10+;";;;
LEGO Marvels Avengers;3DS;2016;Action;Warner Bros. Interactive Entertainment;0.08;0.11;0.02;0.02;0.22;60;4;6.9;16;"E10+;";"EC;";;
LEGO Ninjago: Shadow of Ronin;3DS;2015;Action;Warner Bros. Interactive Entertainment;0.05;0.12;0.05;0.01;0.23;;;;;"E10+;";;;
LEGO Pirates of the Caribbean: The Video Game;3DS;2011;Action;Disney Interactive Studios;0.29;0.28;0;0.06;0.62;71;16;7.3;20;"E10+;";;;
LEGO Star Wars III: The Clone Wars;3DS;2011;Action;LucasArts;0.61;0.43;0;0.09;1.13;67;25;6.1;31;"E10+;";;;
Lego Star Wars: The Force Awakens;3DS;2016;Action;Warner Bros. Interactive Entertainment;0.05;0.11;0.01;0.01;0.18;;;8;10;"E10+;";;;
LEGO The Hobbit;3DS;2014;Action;Warner Bros. Interactive Entertainment;0.1;0.13;0;0.02;0.25;;;7.4;5;"E10+;";;;
LEGO The Lord of the Rings;3DS;2012;Action;Warner Bros. Interactive Entertainment;0.2;0.16;0;0.03;0.4;61;4;7.8;11;"E10+;";;;
Little Battlers eXperience W;3DS;2013;Role-Playing;Level 5;0;0;0.1;0;0.1;;;;;";";;;
Little Battlers eXperience: Baku Boost;3DS;2012;Action;Nintendo;0;0;0.21;0;0.21;;;;;";";;;
Little Battlers eXperience: Wars;3DS;2013;Strategy;Level 5;0;0;0.13;0;0.13;;;;;";";;;
Lord of Magna: Maiden Heaven;3DS;2014;Role-Playing;Marvelous Entertainment;0;0;0.06;0;0.06;68;16;7.8;36;"T;";;;
Lost Heroes;3DS;2012;Role-Playing;Namco Bandai Games;0;0;0.09;0;0.09;;;;;";";;;
Lost Heroes 2;3DS;2015;Action;Namco Bandai Games;0;0;0.07;0;0.07;;;;;";";;;
Luigis Mansion: Dark Moon;3DS;2013;Action;Nintendo;1.82;1.39;1.12;0.29;4.62;86;74;8.4;461;"E;";;;
Madden NFL Football;3DS;2011;Sports;Electronic Arts;0.37;0.01;0;0.03;0.4;49;18;5.3;16;"E;";;;
Magi: Aratanaru Sekai;3DS;2014;Role-Playing;Namco Bandai Games;0;0;0.06;0;0.06;;;;;";";;;
Magi: The Labyrinth of Beginning;3DS;2013;Role-Playing;Namco Bandai Games;0;0;0.07;0;0.07;;;;;";";;;
Magicians Quest: Town of Magic;3DS;2012;Simulation;Konami Digital Entertainment;0;0;0.21;0;0.21;;;;;";";;;
Mahjong 3D: Warriors of the Emperor;3DS;2011;Misc;DTP Entertainment;0;0.04;0;0;0.05;;;;;"E;";;;
Mahjong Cub3D;3DS;2011;Puzzle;Sunsoft;0.07;0;0.02;0;0.09;67;11;5.3;4;"E;";;;
Majin Bone: The Majin of Space and Time;3DS;2014;Fighting;Namco Bandai Games;0;0;0.01;0;0.01;;;;;";";;;
Makai Ouji: Devils and Realist - Dairiou no Hihou;3DS;2013;Action;Namco Bandai Games;0;0;0.01;0;0.01;;;;;";";;;
Mame Goma: Shiro to Kuro no Meikyuu;3DS;2012;Action;Nippon Ichi Software;0;0;0.03;0;0.03;;;;;";";;;
Maple Story: Unmei no Shoujo;3DS;2013;Role-Playing;Unknown;0;0;0.01;0;0.01;;;;;";";;;
Mario & Luigi: Dream Team;3DS;2013;Role-Playing;Nintendo;0.89;0.61;0.47;0.14;2.1;;;;;";";;;
Mario & Luigi: Paper Jam;3DS;2015;Role-Playing;Nintendo;0.18;0.3;0.27;0.04;0.79;;;;;";";;;
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack;3DS;2015;Misc;Nintendo;0;0;0.01;0;0.01;;;;;";";;;
Mario & Sonic at the London 2012 Olympic Games;3DS;2012;Sports;Sega;0.18;0.64;0.27;0.09;1.18;;;;;";";;;
Mario & Sonic at the Rio 2016 Olympic Games;3DS;2016;Action;Nintendo;0.07;0.25;0.26;0.02;0.61;;;;;";";;;
Mario Golf: World Tour;3DS;2014;Sports;Nintendo;0.15;0.13;0.17;0.03;0.48;78;73;8.2;76;"E;";;;
Mario Kart 7;3DS;2011;Racing;Nintendo;5.2;4.19;2.7;0.94;13.04;85;73;8.2;633;"E;";;;
Mario Party: Island Tour;3DS;2013;Misc;Nintendo;0.64;0.73;0.55;0.12;2.05;57;47;6.2;118;"E;";;;
Mario Party: Star Rush;3DS;2016;Misc;Nintendo;0.17;0.25;0.11;0.04;0.57;68;38;6.6;18;"E;";;;
Mario Tennis;3DS;2010;Sports;Nintendo;0;0;0.02;0;0.02;;;;;";";;;
Mario Tennis Open;3DS;2012;Sports;Nintendo;0.26;0.3;0.35;0.05;0.97;69;58;6.9;111;"E;";;;
Mario vs. Donkey Kong: Tipping Stars;3DS;2015;Puzzle;Nintendo;0;0;0.07;0;0.07;70;15;7.5;48;"E;";;;
Marvel Disk Wars: Avengers - Ultimate Heroes;3DS;2014;Action;Namco Bandai Games;0;0;0.01;0;0.01;;;;;";";;;
Marvel Super Hero Squad: The Infinity Gauntlet;3DS;2011;Action;THQ;0.07;0.02;0;0.01;0.1;54;4;;;"E10+;";;;
Medabots 8;3DS;2014;Role-Playing;Rocket Company;0;0;0.08;0;0.08;;;;;";";;;
Medabots 9: Metabee / Rokusho;3DS;2015;Role-Playing;Rocket Company;0;0;0.04;0;0.04;;;;;";";;;
Medabots Dual: Kabuto / Kuwagata;3DS;2013;Role-Playing;Rocket Company;0;0;0.08;0;0.08;;;;;";";;;
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.;3DS;2016;Role-Playing;Rocket Company;0;0;0.03;0;0.03;;;;;";";;;
Medalot 7;3DS;2012;Action;Rocket Company;0;0;0.13;0;0.13;;;;;";";;;
Medarot 9: Kabuto Ver. / Kuwagata Ver.;3DS;2015;Role-Playing;Rocket Company;0;0;0.03;0;0.03;;;;;";";;;
Mega Man Legacy Collection;3DS;2016;Platform;Capcom;0.15;0;0.05;0.02;0.22;77;27;7;28;"E;";;;
Metal Gear Solid: Snake Eater 3D;3DS;2012;Action;Konami Digital Entertainment;0.15;0.11;0.1;0.02;0.38;78;46;7.8;167;"M;";;;
Metal Max 4: Gekkou no Diva;3DS;2013;Role-Playing;Kadokawa Shoten;0;0;0.06;0;0.06;;;;;";";;;
Metroid Prime: Federation Force;3DS;2016;Action;Nintendo;0.03;0.01;0.02;0;0.07;64;56;5;224;"T;";;;
Michael Jackson: The Experience 3D;3DS;2011;Misc;Ubisoft;0.13;0.03;0;0.01;0.17;;;;;";";;;
Miitopia;3DS;2016;Strategy;Nintendo;0;0;0.05;0;0.05;;;;;";";;;
Minna no Ennichi;3DS;2012;Action;Namco Bandai Games;0;0;0.05;0;0.05;;;;;";";;;
Model * Oshare Audition: Dream Girl;3DS;2013;Misc;Alchemist;0;0;0.07;0;0.07;;;;;";";;;
Monster High 13 Wishes;3DS;2013;Action;Little Orbit;0;0.02;0;0;0.02;;;;;"E;";;;
Monster High: New Ghoul in School;3DS;2015;Action;Little Orbit;0;0.05;0;0;0.05;;;;;"E;";;;
Monster Hunter 4;3DS;2013;Role-Playing;Capcom;0;0;3.44;0;3.44;;;;;";";;;
Monster Hunter 4 Ultimate;3DS;2014;Role-Playing;Nintendo;0.7;0.48;2.62;0.11;3.92;86;80;8.7;348;"T;";;;
Monster Hunter Diary: Poka Poka Airou Village DX;3DS;2015;Action;Capcom;0;0;0.14;0;0.14;;;;;";";;;
Monster Hunter Stories;3DS;2016;Action;Capcom;0;0;0.3;0;0.3;;;;;";";;;
Monster Hunter Tri;3DS;2011;Role-Playing;Nintendo;0.46;0.29;1.96;0.07;2.79;;;;;";";;;
Monster Hunter X;3DS;2015;Action;Capcom;0.29;0.23;2.8;0.05;3.37;;;;;";";;;
Moshi Monsters: Katsuma Unleashed;3DS;2013;Action;Activision;0.03;0.03;0;0.01;0.06;;;;;"E;";;;
Moshi Monsters: Moshlings Theme Park;3DS;2012;Misc;Activision;0.13;0.13;0;0.03;0.28;;;;;"E;";;;
Mushi Bugyou;3DS;2013;Action;Namco Bandai Games;0;0;0.01;0;0.01;;;;;";";;;
My Hero Academia: Battle for All;3DS;2016;Action;Namco Bandai Games;0;0;0.04;0;0.04;;;;;";";;;
Nano Assault;3DS;2011;Shooter;Majesco Entertainment;0.08;0;0;0.01;0.08;75;8;7.7;18;"E10+;";;;
Naruto Shippuden 3D: The New Era;3DS;2011;Action;505 Games;0;0.04;0.06;0.01;0.11;;;;;";";;;
Naruto: Powerful Shippuden;3DS;2012;Platform;Namco Bandai Games;0.08;0.02;0.04;0.01;0.15;71;13;5.4;19;"E10+;";;;
NASCAR Unleashed;3DS;2011;Racing;Activision;0.18;0;0;0.01;0.19;;;;;"E;";;;
Nazo Waku Yakata: Oto no Ma ni Ma ni;3DS;2011;Misc;Capcom;0;0;0.05;0;0.05;;;;;";";;;
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!;3DS;2014;Action;Namco Bandai Games;0;0;0.06;0;0.06;;;;;";";;;
NCIS 3D;3DS;2011;Adventure;Ubisoft;0.06;0.04;0;0.01;0.11;;;;;"T;";;;
Need for Speed: The Run;3DS;2011;Action;Electronic Arts;0.09;0.09;0;0.02;0.19;65;9;6;26;"E10+;";;;
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku;3DS;2013;Fighting;Arc System Works;0;0;0.03;0;0.03;;;;;";";;;
New Atelier Rorona: Hajimari no Monogatari;3DS;2015;Action;Tecmo Koei;0;0;0.02;0;0.02;;;;;";";;;
New Love Plus;3DS;2012;Simulation;Konami Digital Entertainment;0;0;0.19;0;0.19;;;;;";";;;
New Prince of Tennis: Go to the Top;3DS;2015;Action;FuRyu;0;0;0.06;0;0.06;;;;;";";;;
New Super Mario Bros. 2;3DS;2012;Platform;Nintendo;3.66;3.27;2.49;0.63;10.05;78;70;7.2;425;"E;";;;
Nicola Kanshuu: Model * Oshare Audition 2;3DS;2011;Action;Alchemist;0;0;0.06;0;0.06;;;;;";";;;
Nicola Kanshuu: Model Oshare * Audition Platina;3DS;2012;Action;Alchemist;0;0;0.08;0;0.08;;;;;";";;;
Niko Puchi Girls Runway;3DS;2015;Misc;Happinet;0;0;0.02;0;0.02;;;;;";";;;
Nikolis Pencil Puzzle;3DS;2011;Puzzle;Hudson Soft;0.05;0.03;0;0.01;0.08;61;7;;;"E;";;;
Nintendo Presents: New Style Boutique 2 - Fashion Forward;3DS;2015;Misc;Nintendo;0.04;0.74;0.03;0.05;0.86;;;;;";";;;
Nintendogs + cats;3DS;2011;Simulation;Nintendo;1.44;1.47;0.73;0.27;3.92;;;;;";";;;
Nintendogs and Cats Golden Retriever and New Friends;3DS;2011;Action;Nintendo;0;0.01;0;0;0.01;;;;;";";;;
Nobunagas Ambition (3DS);3DS;2013;Simulation;Tecmo Koei;0;0;0.04;0;0.04;;;;;";";;;
Nobunagas Ambition II;3DS;2015;Strategy;Tecmo Koei;0;0;0.04;0;0.04;;;;;";";;;
